"","Brand","Variety","Style","Country","Stars","Top.Ten","perc_salt"
"2146","Mi Sedaap","Mie Sambal Goreng","Pack","Indonesia",4.25,"",22.0165734331437
"2147","Mi Sedaap","Kari Spesial","Pack","Indonesia",4.5,"2012 #5",19.4519965952439
"2148","Lucky Me!","Supreme Bulalo","Bowl","Philippines",3.25,"",20.8056498856419
"2149","Ve Wong","Instant Bean Thread Seafood","Bowl","Taiwan",2.5,"",18.2866084995332
"2150","Unif / Tung-I","Chinese Onion Rice Noodle","Pack","Taiwan",2.75,"",19.6832010257734
"2151","Quickchow","Pancit Canton toyo Mansi","Pack","Philippines",5,"",18.3018810915401
"2152","Quickchow","Chicken Mami","Pack","Philippines",3.75,"",20.6900387396213
"2153","Kamfen","E Menm Chicken","","China",3.75,"",17.7742014754842
"2154","Koka","Mi Hai Cua Crab Flavor","Pack","Singapore",5,"",17.0696363663652
"2155","Vifon","Tu quy Chicken","Pack","Vietnam",3,"",20.7471270622656
"2156","Chikara","Shrimp Udon","Pack","USA",4.5,"",18.6949140213121
"2157","Q","Noodle With Sesame Sauce","Pack","Taiwan",3.25,"",20.6149378096473
"2158","Noodle Time","Shin Cup","Cup","South Korea",3,"",18.5103713201222
"2159","Vifon","Mi Lau Thai Thai Stle","Bowl","Vietnam",4,"",21.8024824284704
"2160","Myojo","Kakesoba Desse Soy Sauce","Bowl","Japan",2.75,"",19.9874816024365
"2161","Sapporo Ichiban","Beef Flavorc","Cup","USA",3.5,"",20.2376398326725
"2162","Myojo","Ramen Desse Shio","Bowl","Japan",4.25,"",18.1863126655075
"2163","iNoodle","Udon Noodle Soup Oriental","Pack","Taiwan",3.75,"",20.1143976209633
"2164","Vifon","Tu Quy Spicy Beef","Pack","Vietnam",3.5,"",18.4818764199048
"2165","Sapporo Ichiban","Chicken Flavor","Cup","USA",3.75,"",20.7143925898509
"2166","Ve Wong","Artificial Classic Beef","Bowl","Taiwan",3.75,"",19.6681491294751
"2167","Doll","Artificial Beef Flavor","Pack","Hong Kong",2.5,"",18.9940436959386
"2168","Souper","Alimentary Paste Chow Mein","Pack","Taiwan",4.25,"",20.3168483256517
"2169","Maruchan","Midori No Tanuki","Bowl","Japan",4.125,"",19.8534695237338
"2170","Sunlee","Crab Vermicelli","Bowl","Thailand",3.25,"",19.1546535815307
"2171","Lucky Me!","Instant Bulalo Bone Marrow","Pack","Philippines",3.75,"",19.1821401862587
"2172","Payless","Instant Mami Chicken","Pack","Philippines",4,"",18.6050010109662
"2173","Gomex","3 Mien Mi Tom Chua Cay Hot sour Shrimp","Pack","Vietnam",2.25,"",17.283095509927
"2174","Ottogi","Snack Ramyon","Cup","South Korea",3.5,"",19.7686983027739
"2175","Vifon","Asian Style Instant Noodles Beef","Pack","Vietnam",3.75,"",19.1145874146064
"2176","Ibumie","Harmee Prawn","Pack","Malaysia",3.25,"",21.451409521214
"2177","Vina Acecook","Hao Hao Sate Onion","Pack","Vietnam",3.75,"",21.461358964263
"2178","Maruchan","Instant Lunch Lime Flavor with Shrimp","Cup","USA",2.25,"",19.3059968250239
"2179","Sao Tao","Noodle King Scallop Thick","Bowl","Hong Kong",3,"",19.5117204192152
"2180","Myojo","Suudon Desse Soy Sauce","Bowl","Japan",4.25,"",17.7941113551301
"2181","Nissin","Cup Noodles Seafood Curry","Cup","Hong Kong",4.25,"",17.4516171195569
"2182","Paldo","Spicy Seafood","Cup","South Korea",3.75,"",20.9111383673107
"2183","Paldo","Bowl Noodle Beef With Vegetables","Bowl","South Korea",3.75,"",20.4923430051308
"2184","Quickchow","Quickie Mami La Paz Batchoy","Cup","Philippines",3,"",19.982633654777
"2185","Vina Acecook","Bestcook Hot spicy Tom Yum Shrimp","Bowl","Vietnam",4.25,"",20.0824978674336
"2186","Ottogi","Jin Ramen (Mild)","Cup","South Korea",3,"",20.1593732081284
"2187","Paldo","Hwa Cup Hot Spicy","Cup","South Korea",3.5,"",19.0755991309642
"2188","Kamfen","Dried Mix Noodles XO Sauce","Tray","China",2,"",17.3011256223315
"2189","Nissin","Yakisoba Noodles Karashi","Tray","Japan",5,"2012 #3",18.3538455786264
"2190","Myojo","Hyoubanya No Chukasoba Oriental","Pack","Japan",4.25,"2012 #6",20.572201237942
"2191","Menraku","Curry Soba","Bowl","Japan",4,"",20.2354578772231
"2192","Mama","Vegetarian Tom Yum","Pack","Thailand",2.75,"",18.4897015474481
"2193","Maruchan","Instant Lunch Cheddar Cheese","Cup","USA",2.75,"",19.866781299231
"2194","Nissin","Bowl Noodles Rich & Savory Beef","Bowl","USA",3.75,"",19.9580645541511
"2195","US Canning","Fu Chang Chinese Noodle Company Pork Seafood","Tray","USA",0,"",6.48496372663331
"2196","Ve Wong","Hot Of Hots Artificial Black Peppered Beef","Bowl","Taiwan",1.25,"",12.4479003928599
"2197","Nissin","Demae Iccho Tom Yam Goong Macaroni","Pack","Japan",4,"",20.7000090748573
"2198","Lucky Me!","Chicken Na Chicken","Pack","Philippines",2.75,"",17.0833623760201
"2199","Lucky Me!","N-Rich Artificial Chicken With Ginger","Pack","Philippines",2.5,"",17.5838878228278
"2200","Saigon Ve Wong","Kung Fu Artificial Beef Rice Noodle","Pack","Vietnam",4.25,"",21.093009769399
"2201","Rhee Bros Assi","Pho Vietnamese Noodle Soup","Tray","South Korea",3.75,"",21.2979669704607
"2202","Nissin","Chow Mein Thai Peanut","Tray","USA",2.5,"",20.7944386510915
"2203","Ve Wong","Hot Of Hots Artificial Satay Beef","Bowl","Taiwan",3.75,"",21.4405041489051
"2204","Sau Tao","Ho Fan Abalone Chicken","Bowl","Hong Kong",4,"",19.650865705301
"2205","Sau Tao","Noodle King Lobster Thick","Bowl","Hong Kong",2.75,"",19.5467253894005
"2206","Vifon","Pho Bo Beef Rice Noodle","Pack","Vietnam",0.5,"",10.00380581191
"2207","Vifon","Asian Style Instant Noodles Shrimp","Pack","Vietnam",3.75,"",19.4359230145014
"2208","Nissin","Cup Noodles Chicken Vegetable","Cup","USA",2.75,"",18.2979189247185
"2209","Noodle Time","Spicy Thai","Bowl","Canada",0.5,"",10.7480453788447
"2210","Nissin","Chow Noodles Alfredo","Tray","USA",3.75,"",20.2873890221622
"2211","Fuku","Superior Soup","Pack","Hong Kong",5,"",17.1569647078798
"2212","Bon Go Jang","Tofu Udon Dosirak","Tray","South Korea",3.75,"",19.6243115856375
"2213","Knorr","Chili Pork","Cup","Thailand",3.5,"",20.6294247155626
"2214","Saigon Ve Wong","Kung Fu Artificial Chicken","Pack","Vietnam",3.25,"",19.5414697723741
"2215","Payless","Pancit Shanghai","Pack","Philippines",2.75,"",19.2619875207205
"2216","Nissin","Cup Noodles Prawn","Cup","Singapore",3.25,"",18.2473395157448
"2217","Sao Tao","Noodle King Beef Hong Kong Style","Bowl","Hong Kong",2.5,"",19.1607245664572
"2218","Nissin","Demae Iccho Tonkotsu Macaroni","Pack","Japan",3.5,"",19.4913260030338
"2219","Vina Acecook","Daily Hot & Sour With Shrimp","Pack","Vietnam",4.5,"",20.1318934771403
"2220","Tayho","Vermicelli With Pork","Bowl","USA",1.25,"",14.4053400702874
"2221","Nissin","Cup Noodles Hearty Chicken","Cup","USA",2.5,"",18.2896170903691
"2222","Nissin","Bowl Noodles Hot & Spicy Beef","Bowl","USA",3.75,"",18.690560557973
"2223","Doll","Spicy Artificial Pork","Pack","Hong Kong",3.75,"",19.8628478377153
"2224","Payless","Xtra Big Kalamansi Pancit Canton","Pack","Philippines",4,"",20.2830119768032
"2225","Maruchan","Ramen Noodle Soup Roast Beef","Pack","USA",2.75,"",19.8563174353099
"2226","Nongshim","Noodle Lite 275 Udon Mushroom","Bowl","South Korea",2.5,"",18.3253463163764
"2227","Maruchan","Instant Lunch Chicken 35% Less Sodium","Cup","USA",3,"",19.5340039010812
"2228","Nissin","Top Ramen Chili","Pack","USA",3.25,"",21.1787643034396
"2229","Maruchan","Ramen Noodle Soup Chili","Pack","USA",2.75,"",19.2251088990083
"2230","Nissin","Top Ramen Picante Beef","Pack","USA",3,"",19.6981164791112
"2231","Nissin","Souper Meal Tomato Garlic Shrimp","Bowl","USA",3.5,"",19.2774437979723
"2232","Ottogi","Ramen Bokki","Bowl","South Korea",3.25,"",19.8240799482866
"2233","Paldo","Bowl Noodle Kimchi","Bowl","South Korea",3.5,"",19.8700583624535
"2234","Sunny Maid","Mi Chay Vegetarian","Pack","Taiwan",1.75,"",16.0197148799361
"2235","Paldo","Bowl Noodle Spicy Artificial Chicken","Bowl","South Korea",3.125,"",19.5598762266405
"2236","Myojo","Charumera Shoyu","Pack","Japan",3.5,"",20.1561830563688
"2237","Paldo","Stirfried Kimchi","Pack","South Korea",3.75,"",20.7910445356875
"2238","Super Bihun","Goreng Rice Noodles","Pack","Indonesia",4.5,"",18.1789375415463
"2239","Nongshim","Shin Big Bowl","Bowl","South Korea",3.5,"",20.4364454225299
"2240","Vina Acecook","Daily Vegetarian","Pack","Vietnam",3.75,"",19.4302072534065
"2241","Shirakiku","Japanese Style Tokusen Shoyu","Pack","Japan",4,"",18.1890425628728
"2242","Payless","Xtra Big Chilimansi Pancit Canton","Pack","Philippines",4.5,"",20.2380557485427
"2243","Nissin","Big Cup Noodles Chicken","Cup","USA",2.25,"",18.2164067772609
"2244","Maruchan","Ramen Noodle Soup Creamy Chicken","Pack","USA",5,"",18.6975708649915
"2245","Six Fortune","Instant Noodles With Soup","Pack","South Korea",3.5,"",20.5519883184492
"2246","Goku Uma","Hot & Spicy Beef","Bowl","Japan",3.5,"",20.2658157130679
"2247","Nissin","Big Cup Noodles Beef","Cup","USA",2.125,"",17.9429125224039
"2248","Nissin","Big Cup Noodles Shrimp","Cup","USA",2.25,"",17.7297636853351
"2249","Nongshim","Champong Oriental Noodles","Cup","South Korea",3.75,"",20.4412726935495
"2250","Sunlee","Crab Noodle","Bowl","Thailand",4.5,"",18.8722915515523
"2251","Vifon","Phu Gia Instant Bean Thread Chicken","Pack","Vietnam",3.25,"",17.4776896838612
"2252","Mee Jang","Artificial Beef Flavor","Bowl","Thailand",3.5,"",19.2626096437677
"2253","Nongshim","Big Bowl Udon","Bowl","South Korea",4.5,"",19.6049238258268
"2254","Gomex","3 Mien Mi Tom Hum Lobster","Pack","Vietnam",3.5,"",19.9047175926183
"2255","Little Cook","TVP Curry Chicken","Bowl","Thailand",4,"",21.0871543972421
"2256","Mee Jang","Artificial Pork","Bowl","Thailand",3.5,"",19.6608156757711
"2257","Nongshim","Big Bowl Spicy Shrimp","Bowl","South Korea",3.5,"",20.0555511739118
"2258","Ottogi","Jin Ramen (Hot)","Cup","South Korea",3.5,"",20.9384971069565
"2259","Unif","Shrimp Fish","Bowl","Taiwan",3.75,"",20.4497836274766
"2260","Little Cook","TVP Spicy Beef","Bowl","Thailand",4.75,"",19.3337225388156
"2261","Maruchan","Ramen Noodle Soup Spicy Picante Chicken","Pack","USA",4,"",19.1624501888088
"2262","Maruchan","Ramen Noodle Soup Oriental","Pack","USA",3.75,"",21.2268024499108
"2263","Unif","Super Bowl Artificial Pickled Chilli Beef","Bowl","Taiwan",3.25,"",18.4587829168133
"2264","Maruchan","Yakisoba Cheddar Cheese","Tray","USA",4,"",20.5916146926354
"2265","Unif","Super Bowl Artificial Stewed Pork Chop","Bowl","Taiwan",3.5,"",20.0373099232507
"2266","Unif","Super Bowl Artificial Spicy Beef","Bowl","Taiwan",2.75,"",20.1958801296469
"2267","Paldo","Dosirac Mushroom","Tray","South Korea",2.5,"",19.6532958310015
"2268","Paldo","Dosirac Shrimp","Tray","South Korea",4.25,"",19.3231780793055
"2269","Lucky Me!","Supreme Bulalo Artificial Bone Marrow","Bowl","Philippines",1.75,"",16.8066877429297
"2270","Vifon","Tasty Mushroom","Pack","Vietnam",2,"",16.50437825865
"2271","Lucky Me!","La Paz Batchoy Beef","Pack","Philippines",2.5,"",17.1962402438841
"2272","Paldo","Dosirac Beef","Tray","South Korea",3.75,"",19.325164845427
"2273","Tradition","Imitation Chicken Vegetarian","Pack","USA",3.75,"",18.5347954696155
"2274","Royal Umbrella","Vegetarian Tom Yum","Cup","Thailand",2.75,"",18.8746740576365
"2275","Rhee Bros Assi","Rice Noodle Anchovy Flavor","Tray","South Korea",3.75,"",20.4196833444807
"2276","Lucky Me!","Supreme Special Beef Carne De Vaca","Bowl","Philippines",3.75,"",20.0358504753223
"2277","Mama","Pho Bo Rice Noodle Artificial Beef","Bowl","Thailand",3.5,"",19.7567371314937
"2278","Paldo","Dosirac Artificial Chicken","Tray","South Korea",3.25,"",19.8926577303038
"2279","Samyang","Bowl Noodle Picante Beef","Bowl","South Korea",3.75,"",18.4062588266848
"2280","Dragonfly","Guilin Style Rice Vermicelli","Bowl","China",4.5,"",19.6093864647906
"2281","Wu Mu","Steam Spinach Ramen With Onion","Pack","Taiwan",5,"",18.7300163695893
"2282","Lucky Me!","Supreme Sotanghon Artificial Chicken Vermicelli ","Bowl","Philippines",3.75,"",19.1097994581929
"2283","Nongshim","Hearty Rice Noodle Spicy Veggie Consomme","Pack","South Korea",2.75,"",18.5128669462747
"2284","Rhee Bros Assi","Rice Noodle Hot & Spicy Kimchi","Tray","South Korea",3.25,"",17.9921260550649
"2285","Nissin","Cup Noodles Crab","Cup","Hong Kong",3.25,"",22.0603941490248
"2286","Tablemark","Soybean Paste","Bowl","Japan",4.5,"",18.1769211421365
"2287","Paldo","South Korean Seafood","Pack","South Korea",3.75,"",20.0738927892595
"2288","Tiger","Onion Flaver Rice Noodle","Bowl","Taiwan",0,"",5.38576381184533
"2289","Paldo","South Korean U Dong","Pack","South Korea",3.75,"",19.688215934051
"2290","Nongshim","Shin Bowl","Bowl","South Korea",3,"",18.4206664329124
"2291","Doll","Spicy Artificial Beef","Pack","Hong Kong",3,"",20.5510810627089
"2292","Paldo","South Korean Broad Noodle","Pack","South Korea",2,"",15.9969133679771
"2293","Saigon Ve Wong","Kung Fu Artificial Beef Rice Noodle","Pack","South Korea",3.25,"",20.5736136170461
"2294","Paldo","King Cup Lobster","Cup","South Korea",3.75,"",19.7829533671529
"2295","Myojo","Hyoubanya No Yakisoba Oriental","Tray","Japan",4,"",21.0590557698392
"2296","Doll","Artificial Chicken","Pack","Hong Kong",4.5,"2012 #9",20.6136407202494
"2297","Nissin","Cup Noodles Seafood","Cup","Hong Kong",4.5,"",19.713019750072
"2298","Paldo","King Cup Kimchi Pot Stew","Cup","South Korea",4,"",20.4815120950805
"2299","Doll","Pickled Vegetable","Pack","Hong Kong",4.25,"",19.26718305973
"2300","Mama","Oriental Kitchen Hot Spicy","Cup","Thailand",3,"",19.3870467878541
"2301","Rhee Bros Assi","Rice Noodle Katsuo","Tray","South Korea",4,"",19.7430065648492
"2302","Rhee Bros Assi","Rice Noodles Seafood","Tray","South Korea",3.75,"",20.4628497618078
"2303","Fortune","Udon Mushroom","Pack","USA",3,"",18.8605850295315
"2304","Vina Acecook","Oh! Ricey Beef Rice Noodles","Pack","Vietnam",4,"",19.615898420845
"2305","Wai Wai","Chili Paste Tom Yum","Pack","Thailand",3.25,"",19.3444754185978
"2306","Mama","Cup Shrimp Tom Yum Flavor","Cup","Thailand",3.75,"",20.8883848088118
"2307","Ve Wong","Kung Fu Artificial Soybean Paste","Pack","Taiwan",4,"",19.1569165108344
"2308","Wai Wai","Minced Pork Tom Yum","Pack","Thailand",2.5,"",18.8498086319623
"2309","Vina Acecook","Mi Lau Thai Artificial Chicken","Pack","Vietnam",3.5,"",19.3410365687994
"2310","Paldo","South Korean Noodle Kimchi Flavor","Pack","South Korea",3.5,"",21.6063720345839
"2311","Wu Mu","Dried Noodle With BBQ Pork","Pack","Taiwan",2,"",15.3168372465614
"2312","Paldo","Spicy Shrimp Bowl","Bowl","South Korea",3.5,"",19.6231612108426
"2313","Nissin","Cup Noodles Spicy Chile Chicken","Cup","USA",3.5,"",20.3970724610705
"2314","Mama","Pork","Cup","Thailand",2,"",19.9381017042046
"2315","Vina Acecook","Mi Lau Thai Shrimp","Pack","Vietnam",4,"",17.9582056517121
"2316","Nissin","Cup Noodles Chicken","Cup","USA",3.5,"",20.0148250430612
"2317","Vina Acecook","Hao Hao Sour Hot Shrimp","Pack","Vietnam",3.75,"",20.9251372264568
"2318","Nissin","Chow Mein Kung Pao Chicken","Tray","USA",1.5,"",14.7143068230315
"2319","Vina Acecook","Daily Beef Ball","Pack","Vietnam",3.75,"",19.9864649816928
"2320","Vina Acecook","Oh! Ricey Chicken","Pack","Vietnam",3.75,"",18.8621454683313
"2321","Nissin","Bowl Noodles Hot & Spicy Shrimp","Bowl","USA",3.5,"",20.7489756821783
"2322","Vina Acecook","Mi Lau Thai Seafood","Pack","Vietnam",4,"",19.2657639329138
"2323","Royal Umbrella","Tom Yum Shrimp","Cup","Thailand",3.25,"",19.3558434152528
"2324","Nissin","Cup Noodles Beef","Cup","USA",3.5,"",21.6428683010234
"2325","Nissin","Cup Noodles Shrimp","Cup","USA",3.5,"",20.6757045051511
"2326","Mama","Oriental Kitchen Spicy Seafood","Cup","Thailand",3.75,"",19.8750898942585
"2327","Vina Acecook","Daily Hot & Spicy Tom Yun","Pack","Vietnam",4,"",17.6845062316271
"2328","Nongshim","Bowl Noodle Spicy Seafood","Bowl","USA",4.25,"",21.1331070823086
"2329","Fortune","Udon Chicken","Pack","USA",3.25,"",19.9988062777506
"2330","Fortune","Udon Beef","Pack","USA",3.5,"",17.9113522611542
"2331","Wu Mu","Steamed Noodle Sesame Oil","Pack","Taiwan",3.75,"",21.5045479281211
"2332","Unif","100 Artificial Spicy Beef","Pack","Taiwan",3.75,"",18.4603760278348
"2333","Koka","Tomato","Pack","Singapore",4.75,"",19.7067074817151
"2334","Myojo","Udon Mushroom","Pack","Japan",3,"",21.432186451539
"2335","Mama","Artificial Pork Jumbo","Pack","Thailand",3,"",19.0121386636913
"2336","Six Fortune","Broad Noodles","Pack","South Korea",3.75,"",17.6635331951734
"2337","Nissin","Karashi Mayo Yakisoba","Tray","Japan",4.75,"",20.6758917784374
"2338","Myojo","Udon Hot & Spicy","Pack","Japan",4.5,"",17.1893932951976
"2339","Fashion Foods","Tom Klong","Bowl","Thailand",2,"",16.121077262236
"2340","Fu Chang Chinese Noodle Company","Hot & Spicy Beef","Tray","USA",4,"",19.5719203223533
"2341","Sanyo Foods","Aunt Mentaiko Durum Spaghetti","Bowl","Japan",4.5,"",19.1673103716094
"2342","Ottogi","Ppushu Ppushu Sweet & Sour","Pack","South Korea",1.75,"",14.6628765935274
"2343","Nissin","Chow Noodles Tomato Basil","Bowl","USA",4,"",19.8455554091356
"2344","Koka","Spicy Seafood Marinara","Bowl","Singapore",3,"",18.9015077114333
"2345","Koka","Spicy Sesame","Pack","Singapore",5,"",19.6741457827519
"2346","Koka","Curry","Pack","Singapore",4.25,"",19.7402503572128
"2347","Myojo","Udon Shrimp","Pack","Japan",3.75,"",21.5305291264015
"2348","Koka","Tom Yum Rice Noodles","Bowl","Singapore",3.5,"",20.2447220010243
"2349","Indomie","Mi Goreng Jumbo Beef","Pack","Indonesia",5,"",17.2146451133026
"2350","Indomie","Onion Chicken","Pack","Indonesia",4.5,"",21.1712710270406
"2351","Lucky Me!","Supreme Instant Mami Noodles With Free Crackers","Bowl","Philippines",3.75,"",19.1435794779581
"2352","Myojo","Udon Chicken","Pack","Japan",3.75,"",19.2855408243393
"2353","Vifon","Pho Ga Instant rice Noodle","Bowl","Vietnam",2,"",17.1159265943697
"2354","Quickchow","Bihon Guisado Rice Noodle","Pack","Philippines",1.75,"",16.6738760083175
"2355","Nissin","Chow Noodles Cheddar Cheese","Tray","USA",4,"",19.2458765692831
"2356","Ottogi","Snack Ramyon","Pack","South Korea",3.75,"",19.3459216438651
"2357","Mama","Instant Bowl Noodles Artificial Pork","Bowl","Thailand",2.75,"",19.1212837330992
"2358","Koka","Laksa Singapura","Bowl","Singapore",4.25,"",20.6646774208906
"2359","Myojo","Udon Crab","Pack","Japan",3,"",21.7113454541163
"2360","Nissin","Top Ramen Beef","Pack","USA",3.75,"",19.3665167930762
"2361","Wei Lih","Good Good Eat Super Ramen Original","Pack","Taiwan",3,"",20.5674272767037
"2362","Six Fortune","Tom Yam Instant soup Noodle","Pack","South Korea",2.75,"",17.2749287064472
"2363","Maruchan","Yakisoba Sweet & Sour Chicken","Tray","USA",3,"",20.5935109307391
"2364","Samyang","Bowl Noodle Kimchi","Bowl","South Korea",4,"",20.8430871584003
"2365","Maruchan","Instant Lunch Roast Chicken Flavor","Cup","USA",2.75,"",17.8947908864622
"2366","Maruchan","Yakisoba Chicken","Tray","USA",2,"",16.8229298535788
"2367","Maruchan","Yakisoba Teriyaki Beef","Tray","USA",2,"",18.1969952639196
"2368","Nongshim","Bowl Noodle Spicy Artificial Lobster","Bowl","USA",4,"",19.8272770934082
"2369","Maruchan","Yakisoba Roast chicken","Tray","USA",3.75,"",19.797737885291
"2370","Vina Acecook","Kingcook Tomato Sauce Pork","Tray","Vietnam",3.5,"",20.5469558913676
"2371","Rocket Brand","Satoimo Noodles","Pack","China",2.5,"",18.1157771714354
"2372","Nissin","Souper Meal Beef Flavor Minestrone","Bowl","USA",3,"",21.5370760131558
"2373","Sao Tao","Ramen King Scallop Seafood","Pack","China",4.25,"",19.1664194806766
"2374","Sapporo Ichiban","Original Flavor","Pack","USA",3.5,"",20.5407622810226
"2375","Bon Go Jang","Deuchi Udon","Bowl","South Korea",3,"",19.1818083094934
"2376","Sapporo Ichiban","Beef Flavor","Pack","USA",4.5,"",17.9098290334572
"2377","Nongshim","Bowl Noodle Spicy Shrimp","Bowl","USA",2.5,"",18.8546276481411
"2378","Nongshim","Bowl Noodle Hot & Spicy","Bowl","USA",2,"",17.9028017098668
"2379","Nongshim","Bowl Noodle Cabbage Kimchi","Bowl","USA",3.25,"",18.8087959624568
"2380","Nongshim","Bowl Noodle Beef Ginger","Bowl","USA",3.5,"",19.425217989941
"2381","Nongshim","Bowl Noodle Spicy Chicken","Bowl","USA",4.5,"",18.74710453236
"2382","Samyang","Chinese Soybean Paste","Pack","South Korea",2,"",17.2060203661872
"2383","Shirakiku","Sanukiya Somen","Bowl","Japan",4.25,"",19.6770029283472
"2384","Rhee Bros Assi","Rice Noodle With Spicy Flavored Soup","Tray","South Korea",2.25,"",17.1846831426304
